200
-1|100|-1|100|7|100|-1|100|-1|100|-1|100|
-1|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|7|100|-1|100|-1|100|-1|100|
-1|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|5|100|-1|100|-1|100|-1|100|
-1|100|7|100|-1|100|-1|100|-1|100|-1|100|
8|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|5|100|-1|100|-1|100|-1|100|-1|100|
-1|0|7|100|-1|100|-1|100|-1|0|-1|0|
-1|0|-1|0|5|100|-1|100|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
-1|0|5|100|-1|100|-1|100|-1|0|-1|0|
-1|0|7|100|-1|100|-1|100|-1|0|-1|0|
-1|0|-1|0|7|100|-1|100|-1|100|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|100|
-1|0|4|100|-1|100|-1|0|-1|0|-1|0|
-1|0|-1|100|-1|0|-1|0|-1|0|-1|0|
-1|0|-1|0|7|100|-1|100|-1|100|-1|0|
-1|0|5|100|-1|100|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|100|-1|0|-1|0|-1|100|
-1|0|5|100|-1|100|-1|0|-1|100|-1|0|
-1|0|-1|0|7|100|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|100|-1|0|-1|0|
-1|0|-1|0|7|100|-1|100|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
-1|0|-1|0|5|100|-1|0|-1|100|-1|0|
-1|0|7|100|-1|0|-1|0|-1|0|-1|0|
8|100|-1|0|-1|0|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
-1|100|-1|0|-1|0|-1|0|-1|0|-1|0|
